lat,lng,total
38,1,0.0
15,74,0.002
47,108,0.004
62,-6,0.007
61,41,0.003
-4,102,0.001
49,127,0.01
-8,110,0.004
29,-4,0.008
20,79,0.002
-18,27,0.003
53,19,0.002
-3,106,0.002
29,41,0.008
44,120,0.001
5,23,0.003
38,78,0.004
-22,-159,0.01
48,140,0.006
29,-102,0.003
63,26,0.005
40,47,0.005
39,4,0.003
36,50,0.003
35,9,0.008
16,53,0.006
39,21,0.005
50,8,0.003
27,87,0.003
29,96,0.004
-22,-45,0.001
41,120,0.009
3,73,0.003
53,103,0.004
-35,-71,0.006
-25,-56,0.001
17,-101,0.01
-21,-44,0.0
8,77,0.009
-30,28,0.004
41,22,0.009
-29,-59,0.002
36,110,0.003
17,44,0.009
32,118,0.006
-6,-79,0.002
-7,18,0.003
42,80,0.003
41,-77,0.003
51,25,0.007
32,37,0.005
4,46,0.001
22,-98,0.003
51,10,0.008
32,-100,0.008
-38,178,0.003
8,-62,0.001
19,25,0.006
-1,-50,0.009
33,94,0.007
-5,19,0.003
5,1,0.009
46,-122,0.007
42,1,0.002
57,85,0.008
33,11,0.009
-5,-60,0.009
-30,150,0.003
-18,-52,0.002
-15,-41,0.0
22,79,0.004
52,30,0.002
13,29,0.009
47,-115,0.001
46,104,0.003
24,116,0.001
-14,-69,0.01
33,-87,0.004
47,30,0.008
44,24,0.008
19,85,0.005
34,-87,0.002
-4,36,0.002
14,44,0.008
44,-89,0.009
62,43,0.003
38,29,0.005
35,105,0.004
15,30,0.001
14,-9,0.001
10,6,0.002
47,128,0.008
61,45,0.001
-33,18,0.01
38,-112,0.003
34,11,0.008
49,123,0.001
48,-54,0.008
29,0,0.007
22,-12,0.003
16,123,0.001
53,7,0.008
49,12,0.002
48,25,0.009
26,81,0.01
44,84,0.007
5,-5,0.004
38,106,0.006
35,-100,0.001
16,10,0.009
53,-104,0.009
12,5,0.003
29,-98,0.009
59,51,0.003
40,19,0.003
35,37,0.005
16,25,0.001
-8,39,0.003
26,-77,0.002
-32,29,0.008
40,-94,0.005
-17,-47,0.006
16,-96,0.003
50,44,0.002
27,115,0.005
3,37,0.002
2,128,0.01
-21,31,0.004
51,106,0.01
50,-101,0.009
30,2,0.006
7,-71,0.004
3,-74,0.009
-6,22,0.001
30,113,0.0
-35,147,0.008
17,8,0.0
-26,-52,0.0
8,8,0.006
55,56,0.005
52,126,0.007
51,53,0.006
32,9,0.004
31,50,0.002
27,47,0.009
4,26,0.0
22,-102,0.003
-16,-51,0.005
21,105,0.008
-1,129,0.008
-36,139,0.001
31,99,0.003
46,23,0.003
43,131,0.007
22,41,0.001
55,90,0.001
-2,19,0.006
-25,44,0.006
57,97,0.005
19,-90,0.0
37,38,0.005
-10,-76,0.007
-2,126,0.002
28,81,0.005
-14,-48,0.002
-34,19,0.006
56,71,0.001
37,-101,0.002
34,107,0.003
52,74,0.01
-44,-64,0.0
13,1,0.003
47,-79,0.008
9,-2,0.009
46,84,0.008
43,-82,0.01
-34,-66,0.007
-22,167,0.0
0,14,0.001
-23,45,0.005
43,63,0.004
19,97,0.005
34,-115,0.002
-24,27,0.004
-43,-65,0.004
58,54,0.008
38,57,0.004
35,133,0.009
37,106,0.001
15,2,0.005
11,-1,0.004
10,42,0.009
5,-71,0.002
1,-74,0.004
38,-84,0.005
49,23,0.009
-28,-49,0.001
2,32,0.007
1,35,0.009
16,79,0.009
48,45,0.005
26,101,0.006
36,43,0.005
12,33,0.007
-42,-72,0.004
-21,-49,0.007
-12,23,0.007
59,15,0.004
39,76,0.008
36,-6,0.008
-7,142,0.007
29,119,0.005
7,123,0.003
6,-58,0.004
40,-122,0.009
36,-119,0.004
54,73,0.003
50,48,0.006
30,51,0.0
26,58,0.002
7,12,0.002
3,17,0.008
2,100,0.008
8,82,0.01
-21,27,0.007
50,-97,0.006
12,78,0.007
45,20,0.0
36,103,0.0
-3,40,0.0
30,77,0.006
-27,30,0.003
45,-95,0.007
60,32,0.005
21,-97,0.005
32,46,0.009
31,-107,0.006
28,49,0.002
8,44,0.006
-16,34,0.008
55,28,0.008
51,65,0.004
-3,134,0.005
31,70,0.006
28,-96,0.01
27,75,0.006
42,-73,0.006
18,-63,0.006
-1,21,0.009
-5,-38,0.01
66,64,0.007
43,95,0.008
45,88,0.008
42,74,0.002
22,69,0.002
18,52,0.006
55,94,0.01
46,-114,0.0
-11,-67,0.007
-28,152,0.001
-15,-62,0.002
57,61,0.005
56,-4,0.009
52,-9,0.0
33,67,0.008
28,109,0.006
9,25,0.009
-11,-50,0.001
-15,15,0.008
56,43,0.006
37,-81,0.009
34,79,0.008
44,65,0.002
-52,-69,0.006
43,-86,0.008
-9,36,0.009
20,55,0.0
-30,-55,0.006
47,54,0.003
43,59,0.007
-12,21,0.005
37,141,0.001
34,-79,0.004
15,101,0.007
11,42,0.003
10,-69,0.0
-9,-49,0.009
25,107,0.006
-13,20,0.009
61,8,0.003
58,26,0.003
35,113,0.006
37,126,0.002
34,68,0.009
15,-10,0.01
49,102,0.002
11,-5,0.0
14,33,0.001
-19,-53,0.006
53,58,0.005
49,51,0.005
48,2,0.001
29,72,0.001
44,125,0.006
25,73,0.009
-19,28,0.006
48,81,0.002
-12,-76,0.008
40,76,0.004
39,-97,0.003
36,71,0.001
50,114,0.002
-38,147,0.009
-12,35,0.006
59,43,0.009
39,48,0.008
36,-106,0.007
35,45,0.009
12,-84,0.006
30,-96,0.001
-8,-49,0.002
29,91,0.001
14,79,0.003
7,31,0.005
-17,41,0.009
54,37,0.009
53,110,0.003
30,15,0.01
-22,-43,0.001
6,17,0.002
17,-94,0.006
-26,34,0.008
8,106,0.002
41,57,0.008
21,46,0.008
18,84,0.006
36,83,0.009
17,47,0.003
-6,-50,0.001
42,121,0.008
-16,-57,0.008
-20,-54,0.0
52,87,0.006
54,82,0.002
31,-7,0.007
27,-10,0.009
8,16,0.002
-16,22,0.002
55,32,0.002
31,42,0.005
-2,-49,0.009
19,52,0.006
18,-91,0.006
-29,32,0.008
43,91,0.0
45,124,0.008
52,-108,0.001
13,-85,0.008
5,7,0.003
46,-70,0.002
-14,37,0.01
57,41,0.003
0,104,0.006
-43,148,0.001
24,105,0.009
34,115,0.001
33,-112,0.003
47,-119,0.005
44,29,0.008
43,6,0.004
23,-13,0.004
-36,-69,0.008
-24,-44,0.005
43,23,0.002
24,-81,0.005
23,100,0.006
20,-78,0.005
38,2,0.007
0,-75,0.002
47,107,0.008
61,44,0.005
35,141,0.003
-4,103,0.005
49,130,0.009
48,-89,0.009
29,-5,0.001
20,80,0.007
-18,28,0.007
53,14,0.007
29,44,0.003
44,121,0.01
5,34,0.0
38,83,0.008
48,133,0.006
63,25,0.002
40,48,0.005
39,3,0.004
36,51,0.003
35,0,0.007
16,54,0.008
26,-112,0.003
59,7,0.007
39,20,0.006
17,96,0.002
50,5,0.008
27,86,0.001
29,95,0.009
41,119,0.002
54,-127,0.003
53,82,0.001
30,-5,0.008
-21,-45,0.004
8,78,0.002
-30,25,0.005
41,21,0.008
36,111,0.007
17,43,0.004
32,119,0.006
-6,-78,0.005
-7,17,0.009
42,77,0.009
41,-90,0.005
51,16,0.009
32,38,0.01
4,47,0.005
51,9,0.009
32,-107,0.0
8,-61,0.008
45,143,0.01
-1,-51,0.002
33,93,0.004
-5,18,0.001
46,-117,0.007
42,2,0.009
-34,149,0.006
6,12,0.007
-44,-71,0.002
-5,-61,0.009
22,80,0.003
52,31,0.001
13,32,0.007
47,-100,0.001
-10,-67,0.0
24,109,0.006
20,-16,0.003
56,83,0.0
33,-84,0.006
47,29,0.007
44,25,0.007
34,-86,0.002
-4,37,0.005
44,-88,0.003
62,44,0.004
38,30,0.003
35,96,0.001
15,29,0.003
14,-8,0.005
10,-13,0.009
47,127,0.009
-9,121,0.004
61,48,0.001
34,12,0.004
49,30,0.005
48,-53,0.0
29,-1,0.008
-13,-59,0.007
-19,-45,0.004
6,123,0.009
49,11,0.007
48,26,0.01
26,82,0.001
44,85,0.003
40,125,0.009
38,111,0.007
35,-101,0.003
53,-105,0.009
12,6,0.002
29,-99,0.001
59,50,0.004
40,20,0.007
-11,150,0.009
35,44,0.004
16,26,0.004
-8,40,0.001
-32,30,0.004
40,-93,0.007
39,120,0.001
50,41,0.001
27,114,0.005
26,35,0.009
3,44,0.001
-21,30,0.006
51,105,0.009
50,-100,0.005
23,81,0.007
7,-72,0.005
3,-75,0.009
-6,35,0.002
30,114,0.002
18,81,0.008
45,0,0.003
17,7,0.0
-26,-55,0.004
8,1,0.004
41,-110,0.005
55,55,0.009
52,127,0.0
51,60,0.003
32,10,0.006
31,49,0.0
28,5,0.007
27,46,0.005
4,27,0.006
-16,-50,0.007
21,108,0.007
-1,128,0.004
31,98,0.005
46,24,0.005
43,130,0.002
-4,144,0.01
22,42,0.009
55,89,0.004
-2,20,0.004
46,-89,0.006
57,100,0.005
37,37,0.006
-2,131,0.004
28,82,0.006
-9,27,0.004
-34,20,0.002
56,72,0.001
37,-106,0.007
34,108,0.002
52,75,0.005
13,4,0.003
9,-3,0.007
46,81,0.01
43,-83,0.006
-34,-61,0.002
0,15,0.01
-23,48,0.007
13,145,0.008
43,62,0.006
23,59,0.001
34,-114,0.005
-24,28,0.007
-42,146,0.001
44,-124,0.009
38,58,0.001
35,140,0.006
37,105,0.0
15,1,0.008
11,-2,0.001
10,39,0.005
1,-75,0.009
38,-87,0.002
49,26,0.004
14,19,0.004
2,29,0.008
1,38,0.009
16,80,0.006
48,46,0.009
26,102,0.009
40,97,0.007
36,44,0.006
38,139,0.005
-22,-70,0.007
50,107,0.004
12,34,0.007
-12,24,0.001
59,14,0.003
40,-8,0.002
39,75,0.007
36,-5,0.0
35,72,0.002
-7,141,0.008
29,114,0.009
7,122,0.009
40,-121,0.008
36,-118,0.006
54,74,0.003
50,45,0.0
30,52,0.005
26,55,0.01
7,11,0.005
2,97,0.008
-20,31,0.008
-21,26,0.008
-3,-78,0.01
50,-96,0.004
12,79,0.0
-7,-69,0.001
45,19,0.009
6,101,0.009
18,109,0.005
36,104,0.0
-3,39,0.002
-35,-67,0.005
30,78,0.006
-27,29,0.002
45,-92,0.005
60,33,0.001
21,-86,0.008
32,47,0.009
31,-92,0.006
8,37,0.003
-16,35,0.001
55,27,0.002
-3,133,0.008
31,69,0.009
28,-95,0.005
9,93,0.003
27,74,0.001
42,-72,0.006
-1,36,0.001
-5,-39,0.005
66,61,0.004
5,-6,0.007
43,94,0.009
45,87,0.009
42,71,0.009
22,70,0.006
18,49,0.003
55,93,0.006
-11,-64,0.005
-15,-63,0.007
57,64,0.009
37,73,0.004
52,-8,0.009
33,70,0.009
28,110,0.001
9,28,0.01
-11,-51,0.002
-15,18,0.007
56,44,0.002
34,80,0.005
-4,-65,0.006
44,66,0.002
46,109,0.0
43,-87,0.009
24,53,0.004
20,56,0.002
-20,147,0.006
-23,28,0.005
47,53,0.003
-47,-68,0.006
1,115,0.01
34,-78,0.008
14,-83,0.009
11,41,0.005
10,-68,0.005
-9,-50,0.006
25,94,0.01
-13,19,0.005
61,7,0.006
58,23,0.006
37,125,0.008
34,65,0.005
15,-11,0.005
49,101,0.009
11,-6,0.008
-19,-58,0.007
53,57,0.0
49,54,0.002
48,3,0.009
29,71,0.009
44,126,0.01
25,76,0.007
-19,27,0.01
48,82,0.001
-12,-59,0.004
40,69,0.002
39,-98,0.009
36,72,0.01
50,111,0.003
-7,140,0.005
-12,36,0.008
59,42,0.002
39,47,0.002
36,-105,0.005
35,52,0.001
30,-99,0.002
-8,-48,0.002
29,86,0.003
7,30,0.006
-17,40,0.005
54,38,0.0
30,16,0.004
6,18,0.007
17,-95,0.006
64,19,0.004
41,60,0.004
21,45,0.001
57,-1,0.01
-6,-37,0.003
42,122,0.003
4,-75,0.005
-16,-56,0.009
-20,-53,0.001
52,88,0.0
54,87,0.008
31,-8,0.002
27,-11,0.004
-16,23,0.001
55,31,0.01
31,41,0.001
19,51,0.007
18,-90,0.003
33,132,0.001
66,33,0.002
-29,31,0.007
43,90,0.009
45,123,0.004
42,43,0.003
4,114,0.009
13,-90,0.003
46,-81,0.006
-14,38,0.0
57,44,0.007
0,113,0.002
24,106,0.004
34,116,0.006
33,-113,0.008
-5,136,0.0
47,-120,0.007
43,5,0.001
23,-14,0.007
19,111,0.004
-24,-51,0.008
44,-83,0.007
43,22,0.0
58,12,0.007
20,-77,0.005
-37,-56,0.005
0,-74,0.009
47,106,0.005
61,43,0.001
-4,104,0.007
49,129,0.008
-8,112,0.0
29,-10,0.003
20,81,0.0
-18,25,0.007
53,13,0.003
29,43,0.002
44,122,0.008
5,33,0.001
-28,-59,0.009
48,134,0.001
29,-100,0.007
63,24,0.01
40,41,0.003
39,2,0.009
36,52,0.003
35,-1,0.004
59,6,0.003
39,19,0.002
17,95,0.01
54,-9,0.001
50,6,0.007
27,85,0.003
41,122,0.004
53,81,0.009
30,-4,0.007
54,-111,0.003
23,99,0.009
-30,26,0.003
41,24,0.006
36,112,0.001
32,120,0.01
-6,-81,0.006
-7,20,0.007
42,78,0.004
41,-91,0.006
51,15,0.009
32,39,0.009
8,45,0.006
4,48,0.007
-3,-39,0.005
51,0,0.008
32,-106,0.004
-29,-70,0.0
-38,142,0.001
-5,17,0.0
46,-116,0.009
42,-1,0.002
57,87,0.008
-2,120,0.003
-5,-62,0.008
-15,-39,0.003
22,77,0.009
52,32,0.003
13,31,0.005
47,-101,0.001
46,102,0.007
24,110,0.005
-14,-71,0.004
20,-15,0.006
56,84,0.005
-3,147,0.002
33,-85,0.0
47,44,0.007
44,26,0.009
34,-89,0.002
-4,38,0.009
44,-87,0.005
62,41,0.009
38,35,0.002
35,95,0.006
-27,153,0.002
15,44,0.005
49,144,0.006
10,-12,0.001
47,126,0.0
61,47,0.006
34,9,0.006
15,-83,0.0
49,29,0.006
-19,-50,0.0
-3,101,0.006
48,27,0.008
26,79,0.001
44,86,0.001
40,126,0.004
38,112,0.001
35,-102,0.007
12,7,0.007
29,-96,0.003
59,49,0.003
35,43,0.009
16,27,0.008
-8,33,0.006
14,98,0.008
-31,-70,0.003
-32,31,0.01
40,-92,0.002
39,119,0.002
16,-86,0.003
50,42,0.008
27,113,0.01
-22,-48,0.004
41,86,0.003
3,43,0.008
2,126,0.001
-54,-68,0.01
-21,29,0.0
50,-103,0.0
-35,-72,0.0
45,42,0.004
7,-73,0.004
-6,36,0.008
45,-1,0.002
41,-124,0.009
-29,-64,0.005
-35,141,0.0
17,10,0.002
32,92,0.008
-26,-54,0.008
8,2,0.006
41,-111,0.005
55,54,0.006
52,128,0.01
51,59,0.004
32,11,0.006
31,48,0.008
28,6,0.008
27,45,0.009
4,28,0.007
-16,-49,0.01
21,107,0.007
18,-69,0.006
-20,18,0.004
31,97,0.006
46,21,0.008
43,129,0.01
55,88,0.008
-2,17,0.005
-8,-79,0.004
5,0,0.003
46,-88,0.009
43,146,0.007
37,40,0.0
-39,142,0.006
-2,132,0.009
28,83,0.007
-10,15,0.006
-14,-50,0.006
-18,-67,0.01
56,65,0.003
37,-107,0.006
34,105,0.002
52,76,0.008
13,3,0.007
9,0,0.004
46,82,0.007
43,-76,0.004
-14,-67,0.008
-34,-60,0.001
0,16,0.003
37,-122,0.003
-23,47,0.003
43,61,0.005
23,58,0.0
-23,-64,0.003
44,-123,0.004
58,68,0.006
38,63,0.002
35,139,0.007
37,108,0.003
15,0,0.002
11,-3,0.001
10,40,0.008
1,-72,0.007
38,-86,0.007
49,25,0.006
-2,102,0.01
2,30,0.004
1,37,0.001
48,47,0.005
26,115,0.009
40,98,0.01
36,29,0.004
38,140,0.0
50,108,0.004
12,35,0.004
-12,25,0.001
59,13,0.001
39,74,0.009
36,-4,0.0
35,71,0.003
-7,144,0.006
29,113,0.006
40,-120,0.007
54,47,0.008
50,46,0.007
30,49,0.005
26,56,0.001
7,10,0.007
2,98,0.009
-21,25,0.005
-3,-79,0.007
50,-99,0.004
12,80,0.003
45,14,0.008
6,102,0.008
18,110,0.001
36,105,0.004
-3,34,0.001
-27,32,0.008
45,-93,0.004
42,131,0.006
60,34,0.001
21,-87,0.007
32,48,0.007
-17,-42,0.006
31,-93,0.002
28,51,0.002
8,38,0.0
-16,36,0.004
55,26,0.0
31,20,0.006
27,73,0.006
42,-75,0.004
4,-8,0.009
18,-65,0.002
-1,35,0.003
-36,144,0.007
66,62,0.005
43,93,0.004
45,82,0.009
42,72,0.006
22,75,0.006
18,50,0.002
6,3,0.003
9,-66,0.001
-10,124,0.004
-11,-65,0.001
-15,-60,0.002
57,63,0.001
37,76,0.002
52,-7,0.005
33,69,0.008
28,111,0.01
9,27,0.006
-11,-48,0.007
-33,148,0.002
-15,17,0.007
56,37,0.001
34,77,0.004
-4,-64,0.006
44,67,0.009
43,-112,0.006
24,54,0.009
-23,27,0.003
1,118,0.0
34,-81,0.004
11,16,0.008
10,-71,0.009
25,93,0.003
-13,18,0.006
-32,116,0.005
58,24,0.005
37,128,0.006
34,66,0.009
49,104,0.003
11,-7,0.006
10,76,0.005
-19,-59,0.006
53,60,0.007
49,53,0.008
48,4,0.0
29,66,0.008
44,127,0.01
25,75,0.002
-19,22,0.008
48,83,0.003
-12,-58,0.004
-32,-63,0.002
40,70,0.008
39,-99,0.0
36,73,0.006
50,112,0.005
-7,139,0.005
11,108,0.002
59,41,0.004
39,46,0.004
36,-104,0.002
35,51,0.0
30,-98,0.006
29,85,0.003
7,29,0.005
-17,39,0.009
54,43,0.01
30,13,0.004
-9,147,0.002
6,23,0.002
8,79,0.006
17,-92,0.007
64,20,0.007
-13,-48,0.008
41,59,0.009
21,48,0.009
18,82,0.001
17,49,0.005
-6,-36,0.0
-44,173,0.002
42,119,0.001
4,-74,0.003
-20,-52,0.007
52,89,0.002
54,88,0.003
31,-9,0.008
-16,24,0.004
55,30,0.003
31,40,0.004
19,50,0.009
18,-93,0.003
-3,-49,0.007
33,131,0.007
-29,30,0.002
43,89,0.008
45,118,0.004
42,44,0.003
4,115,0.003
13,-91,0.007
46,-80,0.005
-28,-65,0.005
-14,35,0.002
57,43,0.006
0,114,0.006
52,21,0.003
24,107,0.01
34,113,0.003
33,-110,0.007
-24,-65,0.005
47,-121,0.002
43,12,0.006
23,-15,0.007
19,110,0.005
-24,-50,0.002
-30,-58,0.007
43,21,0.002
-28,-60,0.002
23,98,0.009
20,-76,0.01
-37,-57,0.009
11,76,0.003
47,105,0.01
-13,46,0.004
61,38,0.009
-4,105,0.004
49,132,0.008
-42,174,0.001
20,82,0.005
-18,26,0.009
53,16,0.007
29,38,0.0
44,123,0.007
5,36,0.007
38,81,0.01
48,135,0.001
29,-101,0.004
63,23,0.004
40,42,0.007
39,1,0.003
-20,-47,0.006
35,-2,0.003
39,18,0.003
17,98,0.007
54,-8,0.01
50,3,0.006
27,92,0.0
41,121,0.003
53,84,0.001
30,-7,0.007
41,10,0.004
54,-110,0.002
-35,-58,0.005
64,40,0.003
-30,23,0.003
41,23,0.008
36,113,0.0
32,129,0.004
-6,-80,0.002
-7,19,0.008
42,91,0.001
41,-88,0.002
52,117,0.006
51,14,0.006
32,40,0.002
8,46,0.006
51,-1,0.009
32,-105,0.006
8,-67,0.009
-2,-44,0.003
33,95,0.003
-5,24,0.007
65,61,0.009
46,-119,0.006
42,0,0.007
-1,-52,0.006
-2,117,0.001
-5,-63,0.009
22,78,0.009
52,33,0.004
13,26,0.003
-10,-61,0.002
24,111,0.001
-14,-70,0.006
56,77,0.001
-20,170,0.009
47,43,0.004
44,27,0.009
20,33,0.008
34,-88,0.005
-4,39,0.005
47,-4,0.004
44,-86,0.01
62,42,0.002
38,36,0.009
15,43,0.009
49,143,0.006
47,125,0.01
61,74,0.004
-34,150,0.008
38,-109,0.01
34,10,0.003
49,32,0.008
-19,-51,0.004
-22,49,0.002
48,28,0.009
26,80,0.004
44,87,0.007
40,127,0.001
38,109,0.001
35,-103,0.004
16,5,0.004
12,8,0.009
-42,-65,0.01
29,-97,0.009
-36,-68,0.003
59,56,0.009
40,14,0.008
35,42,0.002
16,28,0.007
-8,34,0.007
26,-78,0.0
-31,-71,0.006
40,-99,0.001
39,118,0.002
50,39,0.006
-12,-50,0.009
27,120,0.009
26,33,0.01
41,85,0.0
3,42,0.006
51,95,0.005
-21,-65,0.004
50,-102,0.001
45,41,0.005
7,-74,0.002
-6,33,0.0
17,9,0.004
28,24,0.009
8,3,0.007
55,53,0.001
51,58,0.001
32,12,0.001
31,47,0.006
28,7,0.01
27,52,0.004
4,13,0.002
-16,-48,0.005
21,102,0.008
18,-68,0.004
-20,19,0.003
31,96,0.001
46,22,0.006
55,87,0.002
-10,-66,0.002
-2,18,0.009
46,-91,0.004
43,145,0.001
-11,37,0.009
57,54,0.001
37,39,0.01
-17,-50,0.01
28,84,0.006
-10,16,0.0
-34,18,0.003
56,66,0.003
37,-104,0.006
34,106,0.002
52,61,0.007
13,-2,0.002
9,-1,0.006
46,135,0.001
43,-77,0.004
-14,-66,0.005
-34,-63,0.004
0,25,0.009
-38,-56,0.009
47,63,0.004
43,68,0.008
23,57,0.002
-22,150,0.006
15,110,0.003
-23,-65,0.008
44,-122,0.006
58,65,0.009
38,64,0.004
35,138,0.007
37,107,0.001
15,-1,0.007
11,4,0.004
10,37,0.004
-9,116,0.009
-40,176,0.004
5,-74,0.01
1,-73,0.009
38,-81,0.008
49,28,0.001
25,34,0.009
2,27,0.003
1,40,0.0
48,48,0.009
26,116,0.008
40,99,0.007
36,30,0.006
35,-75,0.0
50,105,0.009
12,36,0.009
-12,26,0.005
62,114,0.009
-32,-51,0.001
39,73,0.004
35,70,0.006
-7,143,0.007
30,-105,0.001
29,116,0.002
36,-116,0.004
54,48,0.002
50,75,0.0
30,50,0.006
7,9,0.003
50,-98,0.006
12,81,0.004
-27,-70,0.0
45,13,0.001
8,125,0.006
36,106,0.006
-3,33,0.01
-7,-34,0.002
-37,-71,0.007
-27,31,0.006
45,-98,0.01
42,132,0.001
60,35,0.007
21,-84,0.008
32,57,0.01
31,-94,0.006
28,52,0.001
8,39,0.008
-16,29,0.01
55,25,0.003
-3,135,0.004
42,-74,0.006
4,-7,0.009
18,-64,0.01
-1,34,0.009
45,81,0.005
42,69,0.005
22,76,0.006
56,-120,0.009
18,47,0.006
-35,118,0.003
13,-60,0.002
14,-11,0.008
9,-67,0.0
46,-111,0.001
-11,-54,0.01
-15,-61,0.004
57,66,0.003
37,75,0.004
52,-6,0.004
33,72,0.004
28,112,0.003
9,14,0.008
-11,-49,0.003
-9,22,0.0
-4,122,0.006
56,38,0.004
34,78,0.008
-4,-63,0.002
44,68,0.008
43,-113,0.003
24,55,0.006
20,58,0.004
1,117,0.0
34,-80,0.002
15,82,0.008
11,15,0.008
10,-70,0.001
25,96,0.006
-13,17,0.007
37,127,0.007
34,63,0.003
49,103,0.008
10,73,0.009
53,59,0.003
49,56,0.002
48,-3,0.001
29,65,0.003
44,128,0.004
25,62,0.006
-1,167,0.009
35,-120,0.0
-19,21,0.002
48,84,0.001
-12,-57,0.001
-32,-62,0.001
40,71,0.001
39,-100,0.003
36,74,0.001
50,109,0.005
11,107,0.009
-12,154,0.01
39,45,0.007
35,50,0.005
30,-93,0.004
29,88,0.0
7,28,0.004
-17,38,0.009
54,44,0.006
53,111,0.008
30,14,0.005
-25,-52,0.001
17,-93,0.005
12,109,0.003
64,13,0.001
45,49,0.002
41,46,0.007
21,47,0.004
18,79,0.005
36,134,0.007
51,-104,0.006
-6,-39,0.006
45,-62,0.009
42,120,0.005
4,-73,0.007
52,90,0.009
54,85,0.006
32,13,0.005
55,29,0.001
31,39,0.007
9,139,0.005
42,-102,0.003
19,49,0.003
18,-92,0.001
33,134,0.002
66,31,0.003
-29,29,0.001
45,117,0.007
42,41,0.005
4,116,0.006
22,29,0.006
13,-88,0.002
46,-83,0.002
-14,36,0.0
57,30,0.006
0,115,0.01
52,22,0.009
33,36,0.005
24,108,0.006
-15,48,0.008
-38,148,0.006
34,114,0.003
33,-111,0.007
-24,-64,0.007
47,-122,0.009
46,143,0.005
43,11,0.001
19,109,0.008
-1,9,0.006
-24,-49,0.0
44,-81,0.008
43,28,0.006
23,97,0.007
-37,-58,0.006
47,104,0.005
-46,-68,0.008
-13,45,0.003
61,37,0.002
-4,106,0.007
49,131,0.005
29,-8,0.01
20,83,0.002
-18,15,0.001
53,15,0.003
48,33,0.009
29,37,0.003
44,124,0.005
5,35,0.003
38,82,0.008
48,136,0.004
29,-106,0.004
63,22,0.002
40,43,0.004
39,0,0.004
35,-3,0.003
16,33,0.002
-17,169,0.007
-7,106,0.006
26,-101,0.007
-19,-42,0.007
59,12,0.008
39,17,0.005
36,-75,0.005
17,97,0.003
50,4,0.0
27,91,0.009
41,124,0.002
-33,-53,0.002
53,83,0.009
-17,180,0.003
30,-6,0.009
41,9,0.004
-21,-40,0.001
-21,-55,0.006
-30,24,0.003
41,26,0.005
36,114,0.002
32,130,0.003
-17,-49,0.01
-7,38,0.007
42,92,0.01
41,-89,0.005
52,118,0.005
51,13,0.002
8,47,0.008
-15,14,0.004
-1,105,0.009
51,-2,0.004
32,-104,0.001
24,-13,0.009
8,-66,0.003
6,-10,0.007
33,98,0.007
-5,23,0.008
-33,116,0.009
46,-118,0.009
42,-3,0.004
37,14,0.003
-5,-56,0.01
-29,154,0.001
22,83,0.006
52,34,0.002
13,25,0.005
24,112,0.004
-14,-73,0.001
20,-13,0.003
56,78,0.008
47,42,0.009
44,28,0.001
0,10,0.0
61,-149,0.009
20,34,0.004
34,-91,0.008
-4,40,0.002
-23,-42,0.009
44,-85,0.006
62,31,0.01
38,33,0.006
37,82,0.008
14,-5,0.005
10,-14,0.006
-9,20,0.001
61,73,0.005
38,-108,0.008
34,7,0.0
49,31,0.006
11,-72,0.003
48,-58,0.001
-19,-48,0.003
48,21,0.005
26,77,0.007
44,88,0.007
40,128,0.008
2,-57,0.008
38,110,0.004
35,-112,0.01
16,6,0.002
-22,-63,0.004
12,9,0.007
63,58,0.009
59,55,0.001
40,15,0.01
35,41,0.009
-8,35,0.01
26,-81,0.002
-31,-68,0.01
40,-98,0.006
39,117,0.003
50,40,0.007
27,119,0.002
26,34,0.009
41,88,0.0
3,41,0.0
-21,35,0.008
51,94,0.002
50,-105,0.008
45,44,0.006
7,-75,0.008
6,80,0.002
21,34,0.006
-6,34,0.003
-33,-58,0.001
-4,-39,0.01
-35,143,0.006
28,25,0.005
8,4,0.005
45,-118,0.004
41,-109,0.001
55,52,0.0
51,57,0.005
32,5,0.003
31,46,0.007
-9,-46,0.009
4,14,0.007
-8,147,0.003
-16,-39,0.004
21,101,0.0
18,-71,0.001
-3,-40,0.004
31,95,0.002
46,27,0.002
43,135,0.009
55,86,0.007
-2,39,0.002
46,-90,0.005
57,53,0.002
37,50,0.004
-39,144,0.0
28,85,0.006
-4,-46,0.005
22,111,0.008
56,67,0.005
37,-105,0.009
34,103,0.005
52,62,0.006
13,-3,0.003
9,2,0.0
46,136,0.004
43,-78,0.0
-4,136,0.003
-34,-62,0.007
0,26,0.002
37,-120,0.007
-23,49,0.004
47,62,0.006
43,67,0.008
23,56,0.0
-26,-48,0.01
15,109,0.004
-23,-62,0.001
10,-61,0.0
47,143,0.005
44,-121,0.001
62,75,0.008
58,66,0.004
38,61,0.003
35,137,0.001
37,102,0.008
-20,-48,0.008
15,-2,0.006
11,3,0.009
10,38,0.001
14,29,0.008
5,-75,0.005
1,-70,0.006
38,-80,0.006
53,66,0.001
49,27,0.002
25,33,0.001
2,28,0.003
1,39,0.004
-18,-41,0.006
-3,100,0.009
26,113,0.002
40,100,0.0
36,31,0.001
16,-22,0.009
50,106,0.001
12,37,0.003
-12,27,0.008
59,19,0.002
39,72,0.005
35,69,0.001
-7,146,0.009
29,115,0.004
7,119,0.001
